id,"gp","fund"
3114,"上海善渡股权投资基金管理有限公司","善渡基金聚诚文正苑项目"
3115,"深圳市麦田万家创业投资管理有限公司","深圳市麦田天使投资企业（有限合伙）"
3116,"深圳市麦田万家创业投资管理有限公司","深圳市悦享财富创业投资企业（有限合伙）"
3117,"上海宝聿资产管理有限公司","上海楚瑾投资管理中心（有限合伙）"
3118,"上海宝聿资产管理有限公司","上海宝聿股权投资合伙企业（有限合伙）"
3119,"上海网新仁和智本资产管理有限公司","上海仁和智本临平投资合伙企业（有限合伙）"
3120,"上海悦众投资管理中心（有限合伙）","上海海兆股权投资中心（有限合伙）"
3121,"广州国寿城市发展产业投资咨询企业(有限合伙)","广州国寿城市发展产业投资企业（有限合伙）"
3122,"广州市城发投资基金管理有限公司","梅州广梅投资企业（有限合伙）"
3123,"广州市城发投资基金管理有限公司","清远广清投资企业（有限合伙）"
3124,"上海娄江投资管理中心（有限合伙）","娄江-元亨五号并购投资基金"
3125,"上海娄江投资管理中心（有限合伙）","娄江-元亨二号并购投资基金"
3126,"上海娄江投资管理中心（有限合伙）","娄江-元亨三号并购投资基金"
3127,"上海耀之股权投资基金管理有限公司","上海芃翎投资管理中心（有限合伙）"
3128,"上海耀之股权投资基金管理有限公司","上海耀之求如股权投资基金"
3129,"长城（天津）股权投资基金管理有限责任公司","北京长华投资基金（有限合伙）"
3130,"长城（天津）股权投资基金管理有限责任公司","北京长富投资基金（有限合伙）"
3131,"长城（天津）股权投资基金管理有限责任公司","北京长城民盛中小企业股权投资基金（有限合伙）"
3132,"长城（天津）股权投资基金管理有限责任公司","北京长城民星城镇化建设投资基金（有限合伙）"
3133,"长城（天津）股权投资基金管理有限责任公司","芜湖长睿投资中心（有限合伙）"
3134,"长城（天津）股权投资基金管理有限责任公司","舟山长通投资合伙企业（有限合伙）"
3135,"长城（天津）股权投资基金管理有限责任公司","芜湖长誉投资中心（有限合伙）"
3136,"长城（天津）股权投资基金管理有限责任公司","芜湖长厚投资中心（有限合伙）"
3137,"长城（天津）股权投资基金管理有限责任公司","芜湖长茂投资中心（有限合伙）"
3138,"长城（天津）股权投资基金管理有限责任公司","芜湖长轩投资基金（有限合伙）"
3139,"长城（天津）股权投资基金管理有限责任公司","芜湖长迪投资基金（有限合伙）"
3140,"长城（天津）股权投资基金管理有限责任公司","芜湖长汇投资基金（有限合伙）"
3141,"长城（天津）股权投资基金管理有限责任公司","芜湖长群投资中心（有限合伙）"
3142,"长城（天津）股权投资基金管理有限责任公司","芜湖长海投资基金（有限合伙）"
3143,"长城（天津）股权投资基金管理有限责任公司","芜湖长港投资基金（有限合伙）"
3144,"长城（天津）股权投资基金管理有限责任公司","芜湖长发投资中心（有限合伙）"
3145,"长城（天津）股权投资基金管理有限责任公司","芜湖长燿投资基金（有限合伙）"
3146,"长城（天津）股权投资基金管理有限责任公司","芜湖长元股权投资基金（有限合伙）"
3147,"长城（天津）股权投资基金管理有限责任公司","芜湖长弘投资中心（有限合伙）"
3148,"长城（天津）股权投资基金管理有限责任公司","芜湖长钧投资中心（有限合伙）"
3149,"长城（天津）股权投资基金管理有限责任公司","长城国泰（舟山）产业并购重组基金合伙企业（有限合伙）"
3150,"长城（天津）股权投资基金管理有限责任公司","芜湖长逸投资中心（有限合伙）"
3151,"长城（天津）股权投资基金管理有限责任公司","芜湖长亨投资中心（有限合伙）"
3152,"长城（天津）股权投资基金管理有限责任公司","芜湖长祺投资中心（有限合伙）"
3153,"长城（天津）股权投资基金管理有限责任公司","芜湖长腾投资基金（有限合伙）"
3154,"长城（天津）股权投资基金管理有限责任公司","芜湖长隆投资中心（有限合伙）"
3155,"长城（天津）股权投资基金管理有限责任公司","芜湖长贞投资基金（有限合伙）"
3156,"长城（天津）股权投资基金管理有限责任公司","芜湖长泽投资基金（有限合伙）"
3157,"长城（天津）股权投资基金管理有限责任公司","芜湖长辉投资基金（有限合伙）"
3158,"长城（天津）股权投资基金管理有限责任公司","芜湖长智投资基金（有限合伙）"
3159,"长城（天津）股权投资基金管理有限责任公司","长城国丰（芜湖）城镇化并购重组基金（有限合伙）"
3160,"长城（天津）股权投资基金管理有限责任公司","芜湖长灵投资基金（有限合伙）"
3161,"长城（天津）股权投资基金管理有限责任公司","芜湖长金投资基金（有限合伙）"
3162,"长城（天津）股权投资基金管理有限责任公司","长城万兴（芜湖）投资基金（有限合伙）"
3163,"长城（天津）股权投资基金管理有限责任公司","芜湖长禄投资中心（有限合伙）"
3164,"长城（天津）股权投资基金管理有限责任公司","芜湖长物投资基金（有限合伙）"
3165,"长城（天津）股权投资基金管理有限责任公司","芜湖长豪投资中心（有限合伙）"
3166,"长城（天津）股权投资基金管理有限责任公司","芜湖长利投资中心（有限合伙）"
3167,"长城（天津）股权投资基金管理有限责任公司","芜湖长收投资中心（有限合伙）"
3168,"金浦产业投资基金管理有限公司","上海金融发展投资基金"
3169,"西藏昆仑鼎信投资管理有限公司","珠海横琴昆仑鼎信一号投资中心（有限合伙）"
3170,"融源广达（天津）股权投资管理合伙企业（有限合伙）","融源成长（天津）股权投资合伙企业（有限合伙）"
3171,"杭州联创投资管理有限公司","杭州联创永溢创业投资合伙企业（有限合伙）"
3172,"杭州联创投资管理有限公司","杭州联创永润投资合伙企业（有限合伙）"
3173,"杭州联创投资管理有限公司","浙江满古投资合伙企业（有限合伙）"
3174,"杭州联创投资管理有限公司","杭州联创永源股权投资合伙企业（有限合伙）"
3175,"杭州联创投资管理有限公司","杭州联创永津创业投资合伙企业（有限合伙）"
3176,"杭州联创投资管理有限公司","杭州永宣永铭股权投资合伙企业（有限合伙）"
3177,"杭州联创投资管理有限公司","联创永泽5期基金"
3178,"杭州联创投资管理有限公司","嘉兴联创汉德投资合伙企业（有限合伙）"
3179,"乾信文化投资管理有限公司","建银文化产业股权投资基金（天津）有限公司"
3180,"海祥（天津）创业投资管理有限公司","海祥镒泰（天津）创业投资合伙企业（有限合伙）"
3181,"海祥（天津）创业投资管理有限公司","汇祥宏界（天津）创业投资合伙企业（有限合伙）"
3182,"海祥（天津）创业投资管理有限公司","汇祥镒泰（天津）投资合伙企业（有限合伙）"
3183,"海祥（天津）创业投资管理有限公司","汇祥田源（天津）投资合伙企业（有限合伙）"
3184,"海祥（天津）创业投资管理有限公司","上海枫众投资合伙企业（有限合伙）"
3185,"中南成长（天津）股权投资基金管理有限公司","深圳市中南成长投资合伙企业（有限合伙）"
3186,"中南成长（天津）股权投资基金管理有限公司","中南精选(天津市)医药产业股权投资基金合伙企业(有限合伙)"
3187,"中南成长（天津）股权投资基金管理有限公司","中南成长(天津市)股权投资基金合伙企业(有限合伙)"
3188,"中南成长（天津）股权投资基金管理有限公司","深圳市达富创基投资合伙企业（有限合伙）"
3189,"深圳富丽投资管理有限公司","苏州辉宏原油股权投资企业（有限合伙）"
3190,"深圳富丽投资管理有限公司","苏州创东方富诚投资企业（有限合伙）"
3191,"深圳富丽投资管理有限公司","苏州富丽东方能源股权投资企业（有限合伙）"
3192,"深圳富丽投资管理有限公司","苏州富丽启康投资企业（有限合伙）"
3193,"深圳富丽投资管理有限公司","苏州富丽泰泓投资企业（有限合伙）"
3194,"深圳富丽投资管理有限公司","苏州富丽高新投资企业（有限合伙）"
3195,"深圳富丽投资管理有限公司","苏州富丽明康投资企业（有限合伙）"
3196,"北京润天行健投资管理有限责任公司","润渤（天津）股权投资基金合伙企业（有限合伙）"
3197,"中银投资浙商产业基金管理（浙江）有限公司","浙江浙商产业投资基金合伙企业（有限合伙）"
3198,"中银投资浙商产业基金管理（浙江）有限公司","杭州元信朝合股权投资合伙企业（有限合伙）"
3199,"中银投资浙商产业基金管理（浙江）有限公司","杭州中云联行投资管理合伙企业（有限合伙）"
3200,"中银投资浙商产业基金管理（浙江）有限公司","杭州银睿达互融创新股权投资合伙企业（有限合伙）"
3201,"中银投资浙商产业基金管理（浙江）有限公司","杭州乐赞投资管理合伙企业（有限合伙）"
3202,"中银投资浙商产业基金管理（浙江）有限公司","杭州诺立奇股权投资合伙企业（有限合伙）"
3203,"中银投资浙商产业基金管理（浙江）有限公司","杭州乐枕投资管理合伙企业（有限合伙）"
3204,"上海平安股权投资管理有限公司","安坚基金"
3205,"上海平安股权投资管理有限公司","上海安齐投资中心（有限合伙）"
3206,"上海平安股权投资管理有限公司","安衡基金"
3207,"上海平安股权投资管理有限公司","合悦会基金1号"
